LOCAL,TIPO_ACID,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,HORA,DIA_SEM,TEMPO,REGIAO,FATAIS,FERIDOS_GR
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:15,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:50,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:45,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,15:50,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:50,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:15,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,0,0,1,17:20,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,0,1,0,0,10:00,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:00,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,11:30,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,1,0,0,0,13:38,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,16:40,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:30,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:00,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:50,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,10:10,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:25,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,1,1,0,0,0,0,0,0,0,0,10:14,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:50,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,09:47,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,0,0,0,12:10,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:00,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,11:20,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:05,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,20:30,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,06:30,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,09:50,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,CHOQUE,3,0,0,0,0,0,0,0,0,0,15:20,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,CHOQUE,3,0,0,0,0,0,0,0,0,0,10:20,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,15:50,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:00,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,14:40,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:10,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:50,SABADO,BOM,SUL,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,15:20,SABADO,BOM,SUL,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,11:15,SABADO,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,17:33,SABADO,BOM,CENTRO,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,20:30,SABADO,BOM,LESTE,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,20:00,SABADO,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,20:15,SABADO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,18:40,SABADO,BOM,SUL,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,09:50,SABADO,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,06:00,SABADO,BOM,NORTE,0,0
Cruzamento,COLISAO,1,1,0,0,0,0,0,0,0,0,17:15,SABADO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:50,SABADO,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,14:00,SABADO,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,06:45,SABADO,BOM,NORTE,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,03:20,SABADO,BOM,LESTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,14:00,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:00,SABADO,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,15:00,SABADO,BOM,NORTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,17:10,SABADO,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,11:00,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:45,DOMINGO,BOM,CENTRO,0,0
Cruzamento,CAPOTAGEM,1,0,0,0,0,0,0,0,0,0,02:50,DOMINGO,NUBLADO,CENTRO,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,00:20,DOMINGO,BOM,SUL,0,0
Logradouro,CHOQUE,0,0,0,0,0,0,0,1,0,0,07:50,DOMINGO,BOM,CENTRO,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,19:00,DOMINGO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,02:35,DOMINGO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:25,DOMINGO,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,18:30,DOMINGO,BOM,SUL,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,17:35,DOMINGO,BOM,SUL,0,0
Cruzamento,QUEDA,0,0,0,0,1,0,0,0,0,0,21:30,DOMINGO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,22:30,DOMINGO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,10:30,DOMINGO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,11:10,DOMINGO,BOM,NORTE,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,1,0,0,0,15:10,DOMINGO,BOM,LESTE,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,23:00,DOMINGO,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,09:00,DOMINGO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:15,DOMINGO,BOM,NORTE,0,0
Logradouro,TOMBAMENTO,1,0,0,0,0,0,0,0,0,0,03:00,DOMINGO,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,06:20,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,14:00,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,1,0,0,0,0,17:30,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,22:00,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,08:25,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,0,1,0,0,23:40,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,1,0,0,0,0,0,0,0,13:15,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,10:40,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,1,0,0,1,0,0,0,0,0,0,14:25,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,15:28,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,07:50,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,11:30,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,10:50,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:50,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:10,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,CHOQUE,2,0,0,0,0,0,0,0,0,0,10:20,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,15:00,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,19:35,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,0,0,0,1,0,0,1,0,0,0,14:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,1,0,0,1,0,0,0,0,0,0,08:00,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,18:50,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,22:56,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,08:20,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,1,0,0,0,12:15,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,08:04,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,11:23,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,16:25,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,3,0,0,0,0,0,0,0,0,0,16:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:40,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,15:30,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,11:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:10,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,11:42,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,12:08,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,0,0,1,0,0,0,0,1,0,0,16:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:20,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,02:15,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,15:10,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,16:45,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,15:15,TERCA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:30,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,17:11,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,CHOQUE,1,0,0,0,0,0,0,0,0,0,04:30,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:40,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,11:30,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,0,0,0,1,0,0,0,0,0,0,12:45,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,3,0,0,0,0,0,0,0,0,0,01:40,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,09:00,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,EVENTUAL,1,0,0,0,0,0,0,0,0,0,21:40,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,EVENTUAL,1,0,0,0,0,0,0,0,0,0,21:40,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,EVENTUAL,1,0,0,0,0,0,0,0,0,0,21:35,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,04:00,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,07:15,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,QUEDA,0,0,0,1,0,0,0,0,0,0,05:50,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,15:15,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,11:59,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:20,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,22:40,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,17:50,QUARTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,1,0,0,0,16:20,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,0,1,0,0,0,0,0,0,0,0,13:40,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:15,QUARTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,CHOQUE,1,0,0,0,0,0,1,0,0,0,15:25,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,11:45,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,1,0,0,0,0,0,15:05,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,19:00,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:25,QUARTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,20:00,QUARTA-FEIRA,CHUVOSO,CENTRO,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,0,1,0,0,22:35,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,1,0,0,07:50,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:00,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:50,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,14:00,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,11:50,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:00,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,09:35,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:35,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:10,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,15:00,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:00,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,13:15,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:15,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,18:00,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,10:15,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,21:20,QUARTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,12:00,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,22:40,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,21:35,QUARTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,13:50,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,13:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:00,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,06:35,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,EVENTUAL,1,0,0,0,0,0,0,0,0,0,13:00,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,10:35,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,10:00,QUINTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,13:10,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Cruzamento,CHOQUE,3,0,0,0,0,0,0,0,0,0,08:00,QUINTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:50,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:30,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,15:00,QUINTA-FEIRA,CHUVOSO,CENTRO,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,14:35,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:00,QUINTA-FEIRA,NUBLADO,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,20:20,QUINTA-FEIRA,CHUVOSO,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,16:50,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,1,0,0,0,0,09:15,QUINTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,10:00,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,11:35,QUINTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:40,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,0,0,0,14:45,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,18:30,QUINTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,09:16,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,14:20,QUINTA-FEIRA,CHUVOSO,LESTE,0,0
Logradouro,EVENTUAL,0,0,0,1,0,0,0,0,0,0,09:30,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,1,0,0,0,0,0,0,0,0,10:05,QUINTA-FEIRA,CHUVOSO,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:00,QUINTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:30,QUINTA-FEIRA,CHUVOSO,LESTE,0,0
Cruzamento,ABALROAMENTO,0,0,0,0,0,0,0,0,0,2,07:30,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,17:15,QUINTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,1,0,0,0,09:45,QUINTA-FEIRA,CHUVOSO,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:30,QUINTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,COLISAO,2,1,0,0,0,0,0,0,0,0,15:10,QUINTA-FEIRA,CHUVOSO,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,19:40,QUINTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,15:15,QUINTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:30,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,0,0,0,0,0,0,2,0,0,0,09:00,QUINTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:30,QUINTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,08:00,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,0,1,0,0,0,0,1,0,0,0,08:30,QUINTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,16:30,QUINTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,07:45,QUINTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,12:30,SEXTA-FEIRA,CHUVOSO,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:45,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,0,0,1,12:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:30,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,18:10,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,16:50,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:15,SEXTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,15:30,SEXTA-FEIRA,NUBLADO,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,07:40,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,19:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,14:30,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,17:30,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,18:20,SEXTA-FEIRA,BOM,CENTRO,0,0
